sample_id,db_id,chart,hardness,error_before_logged,error_before_runtime,error_category,fix_strategy,semantic_risk,sql_after_ok,changed_chars,change_ratio,sql_before,sql_after
1307@x_name@ASC,election,Bar,Hard,misuse of aggregate function COUNT(),misuse of aggregate function COUNT(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.980989,"SELECT T2.Party , SUM(COUNT(*)) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY T2.Party ASC","SELECT T2.Party , COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY T2.Party ASC"
1307@x_name@DESC,election,Bar,Hard,misuse of aggregate function COUNT(),misuse of aggregate function COUNT(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.981132,"SELECT T2.Party , SUM(COUNT(*)) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY T2.Party DESC","SELECT T2.Party , COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY T2.Party DESC"
1307@y_name@ASC,election,Bar,Hard,misuse of aggregate function COUNT(),misuse of aggregate function COUNT(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.962687,"SELECT T2.Party , SUM(COUNT(*)) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY SUM(COUNT(*)) ASC","SELECT T2.Party , COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY COUNT(*) ASC"
1307@y_name@DESC,election,Bar,Hard,misuse of aggregate function COUNT(),misuse of aggregate function COUNT(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.962963,"SELECT T2.Party , SUM(COUNT(*)) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY SUM(COUNT(*)) DESC","SELECT T2.Party , COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY COUNT(*) DESC"
1308@x_name@ASC,election,Bar,Hard,misuse of aggregate function COUNT(),misuse of aggregate function COUNT(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.980989,"SELECT T2.Party , AVG(COUNT(*)) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY T2.Party ASC","SELECT T2.Party , COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY T2.Party ASC"
1308@x_name@DESC,election,Bar,Hard,misuse of aggregate function COUNT(),misuse of aggregate function COUNT(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.981132,"SELECT T2.Party , AVG(COUNT(*)) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY T2.Party DESC","SELECT T2.Party , COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY T2.Party DESC"
1308@y_name@ASC,election,Bar,Hard,misuse of aggregate function COUNT(),misuse of aggregate function COUNT(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.962687,"SELECT T2.Party , AVG(COUNT(*)) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY AVG(COUNT(*)) ASC","SELECT T2.Party , COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY COUNT(*) ASC"
1308@y_name@DESC,election,Bar,Hard,misuse of aggregate function COUNT(),misuse of aggregate function COUNT(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.962963,"SELECT T2.Party , AVG(COUNT(*)) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY AVG(COUNT(*)) DESC","SELECT T2.Party , COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party = T2.Party_ID GROUP BY T2.Party ORDER BY COUNT(*) DESC"
2143@x_name@ASC,local_govt_in_alabama,Bar,Hard,misuse of aggregate function count(),misuse of aggregate function count(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.988399,"SELECT T1.Participant_Type_Code , SUM(count(*)) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY T1.Participant_Type_Code ASC","SELECT T1.Participant_Type_Code , count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY T1.Participant_Type_Code ASC"
2143@x_name@DESC,local_govt_in_alabama,Bar,Hard,misuse of aggregate function count(),misuse of aggregate function count(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.988453,"SELECT T1.Participant_Type_Code , SUM(count(*)) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY T1.Participant_Type_Code DESC","SELECT T1.Participant_Type_Code , count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY T1.Participant_Type_Code DESC"
2143@y_name@ASC,local_govt_in_alabama,Bar,Hard,misuse of aggregate function count(),misuse of aggregate function count(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.975248,"SELECT T1.Participant_Type_Code , SUM(count(*)) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY SUM(count(*)) ASC","SELECT T1.Participant_Type_Code , count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY count(*) ASC"
2143@y_name@DESC,local_govt_in_alabama,Bar,Hard,misuse of aggregate function count(),misuse of aggregate function count(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.975369,"SELECT T1.Participant_Type_Code , SUM(count(*)) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY SUM(count(*)) DESC","SELECT T1.Participant_Type_Code , count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY count(*) DESC"
2144@x_name@ASC,local_govt_in_alabama,Bar,Hard,misuse of aggregate function count(),misuse of aggregate function count(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.988399,"SELECT T1.Participant_Type_Code , AVG(count(*)) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY T1.Participant_Type_Code ASC","SELECT T1.Participant_Type_Code , count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY T1.Participant_Type_Code ASC"
2144@x_name@DESC,local_govt_in_alabama,Bar,Hard,misuse of aggregate function count(),misuse of aggregate function count(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,5,0.988453,"SELECT T1.Participant_Type_Code , AVG(count(*)) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY T1.Participant_Type_Code DESC","SELECT T1.Participant_Type_Code , count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY T1.Participant_Type_Code DESC"
2144@y_name@ASC,local_govt_in_alabama,Bar,Hard,misuse of aggregate function count(),misuse of aggregate function count(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.975248,"SELECT T1.Participant_Type_Code , AVG(count(*)) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY AVG(count(*)) ASC","SELECT T1.Participant_Type_Code , count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY count(*) ASC"
2144@y_name@DESC,local_govt_in_alabama,Bar,Hard,misuse of aggregate function count(),misuse of aggregate function count(),invalid_nested_aggregate,flatten_nested_aggregate,high,True,10,0.975369,"SELECT T1.Participant_Type_Code , AVG(count(*)) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY AVG(count(*)) DESC","SELECT T1.Participant_Type_Code , count(*) FROM Participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID = T2.Participant_ID GROUP BY T1.Participant_Type_Code ORDER BY count(*) DESC"
1175,dog_kennels,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.role_code,invalid_column_reference,rewrite_except_projection_arity,high,True,5,0.790698,"SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals EXCEPT SELECT T1.professional_id , T1.role_code , T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code","SELECT role_code , COUNT(role_code) FROM Professionals GROUP BY role_code EXCEPT SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code"
1180,dog_kennels,Pie,Extra Hard,manual_post_pass_fix,no such column: T1.role_code,invalid_column_reference,rewrite_except_projection_arity,high,True,5,0.790698,"SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals EXCEPT SELECT T1.professional_id , T1.role_code , T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code","SELECT role_code , COUNT(role_code) FROM Professionals GROUP BY role_code EXCEPT SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code"
1175@x_name@ASC,dog_kennels,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.role_code,invalid_column_reference,rewrite_except_projection_arity,high,True,8,0.804598,"SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals EXCEPT SELECT T1.professional_id , T1.role_code , T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code ORDER BY T1.role_code ASC","SELECT role_code , COUNT(role_code) FROM Professionals GROUP BY role_code EXCEPT SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code ORDER BY role_code ASC"
1175@x_name@DESC,dog_kennels,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.role_code,invalid_column_reference,rewrite_except_projection_arity,high,True,8,0.805344,"SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals EXCEPT SELECT T1.professional_id , T1.role_code , T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code ORDER BY T1.role_code DESC","SELECT role_code , COUNT(role_code) FROM Professionals GROUP BY role_code EXCEPT SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code ORDER BY role_code DESC"
1175@y_name@ASC,dog_kennels,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.role_code,invalid_column_reference,rewrite_except_projection_arity,high,True,8,0.809701,"SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals EXCEPT SELECT T1.professional_id , T1.role_code , T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code ORDER BY COUNT(T1.role_code) ASC","SELECT role_code , COUNT(role_code) FROM Professionals GROUP BY role_code EXCEPT SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code ORDER BY COUNT(role_code) ASC"
1175@y_name@DESC,dog_kennels,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.role_code,invalid_column_reference,rewrite_except_projection_arity,high,True,8,0.810409,"SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals EXCEPT SELECT T1.professional_id , T1.role_code , T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code ORDER BY COUNT(T1.role_code) DESC","SELECT role_code , COUNT(role_code) FROM Professionals GROUP BY role_code EXCEPT SELECT T1.role_code , COUNT(T1.role_code) FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id GROUP BY T1.role_code ORDER BY COUNT(role_code) DESC"
2051,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Date,invalid_column_reference,repair_invalid_column_reference,medium,True,17,0.932039,"SELECT T1.Date , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID","SELECT date , sales FROM journal EXCEPT SELECT T1.date , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID"
2051@x_name@ASC,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Date,invalid_column_reference,repair_invalid_column_reference,medium,True,20,0.925287,"SELECT T1.Date , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY T1.Date ASC","SELECT date , sales FROM journal EXCEPT SELECT T1.date , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY date ASC"
2051@x_name@DESC,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Date,invalid_column_reference,repair_invalid_column_reference,medium,True,20,0.925714,"SELECT T1.Date , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY T1.Date DESC","SELECT date , sales FROM journal EXCEPT SELECT T1.date , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY date DESC"
2051@y_name@ASC,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Date,invalid_column_reference,repair_invalid_column_reference,medium,True,20,0.925714,"SELECT T1.Date , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY T1.Sales ASC","SELECT date , sales FROM journal EXCEPT SELECT T1.date , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY sales ASC"
2051@y_name@DESC,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Date,invalid_column_reference,repair_invalid_column_reference,medium,True,20,0.926136,"SELECT T1.Date , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY T1.Sales DESC","SELECT date , sales FROM journal EXCEPT SELECT T1.date , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY sales DESC"
2052,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Theme,invalid_column_reference,repair_invalid_column_reference,medium,True,16,0.935897,"SELECT T1.Theme , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID","SELECT theme , sales FROM journal EXCEPT SELECT T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID"
2052@x_name@ASC,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Theme,invalid_column_reference,repair_invalid_column_reference,medium,True,19,0.929178,"SELECT T1.Theme , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY T1.Theme ASC","SELECT theme , sales FROM journal EXCEPT SELECT T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY theme ASC"
2052@x_name@DESC,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Theme,invalid_column_reference,repair_invalid_column_reference,medium,True,19,0.929577,"SELECT T1.Theme , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY T1.Theme DESC","SELECT theme , sales FROM journal EXCEPT SELECT T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY theme DESC"
2052@y_name@ASC,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Theme,invalid_column_reference,repair_invalid_column_reference,medium,True,19,0.929178,"SELECT T1.Theme , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY T1.Sales ASC","SELECT theme , sales FROM journal EXCEPT SELECT T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY sales ASC"
2052@y_name@DESC,journal_committee,Bar,Extra Hard,manual_post_pass_fix,no such column: T1.Theme,invalid_column_reference,repair_invalid_column_reference,medium,True,19,0.929577,"SELECT T1.Theme , T1.Sales FROM journal EXCEPT SELECT T1.date , T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY T1.Sales DESC","SELECT theme , sales FROM journal EXCEPT SELECT T1.theme , T1.sales FROM journal AS T1 JOIN journal_committee AS T2 ON T1.journal_ID = T2.journal_ID ORDER BY sales DESC"
2408,movie_1,Grouping Line,Extra Hard,manual_post_pass_fix,ambiguous column name: year,ambiguous_column_reference,qualify_ambiguous_column,low,True,9,0.966543,"SELECT year , COUNT(year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title GROUP BY title","SELECT T1.year , COUNT(T1.year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title GROUP BY T1.title"
2408@x_name@ASC,movie_1,Grouping Line,Extra Hard,manual_post_pass_fix,ambiguous column name: year,ambiguous_column_reference,qualify_ambiguous_column,low,True,12,0.961039,"SELECT year , COUNT(year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title GROUP BY title ORDER BY year ASC","SELECT T1.year , COUNT(T1.year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title GROUP BY T1.title ORDER BY T1.year ASC"
2408@x_name@DESC,movie_1,Grouping Line,Extra Hard,manual_post_pass_fix,ambiguous column name: year,ambiguous_column_reference,qualify_ambiguous_column,low,True,12,0.961290,"SELECT year , COUNT(year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title GROUP BY title ORDER BY year DESC","SELECT T1.year , COUNT(T1.year) FROM Movie AS T1 JOIN Movie AS T2 ON T1.director = T2.director WHERE T1.title != T2.title GROUP BY T1.title ORDER BY T1.year DESC"
